PIDN,Ca,P,pH,SOC,Sand
2MkMEApm,-0.0658062814,0.369439681,-0.3334619838,0.3965701276,0.1362014302
2NDGWEOe,0.6596868253,0.0436474268,0.184393015,1.0099373364,-0.2741842789
2NyyCiqn,-0.3354425557,0.0796359082,-0.2405899398,-0.4085656475,0.3460074634
2QRzIb84,0.4386903002,0.1586509893,-0.7286643956,0.3151812657,-0.1105297769
2QcbdrUZ,-0.3099135082,-0.0011487153,-0.7146832889,0.0490154372,0.1553708831
2YgAimWK,-0.0602052999,0.3020678392,-0.3136789553,0.6282329856,0.331254491
2cx85d9H,0.604754782,-0.1602430648,-0.3690053804,0.0710518387,-0.0961596288
2homMXMV,-0.1703645311,-0.0685909479,-0.3593396712,0.190430425,0.016724831
2ldLrUtq,-0.2747510014,-0.2518250006,-0.408856684,0.5333069921,-0.4450038936
2nsACW6G,-0.0111146437,-0.0615531104,-0.4846290832,2.1881547379,-0.7303287184
2yMbVnWc,-0.2670274846,0.1547659132,-0.8072169433,-0.3533198794,-0.4874268346
36r8sgGQ,-0.2355134902,-0.0317206051,-0.4846211242,-0.1683969478,0.4955927844
3NXAXCl3,-0.2506019992,-0.1869246103,-0.4366819595,1.7629904891,-0.7144464767
3QG0z6fl,-0.3655757716,-0.382739036,-0.5644316608,-0.3065569804,0.1295672212
3WS8R9qm,-0.0589176771,0.2602373047,-0.9129947811,2.1240533052,-1.3921680359
3fRLm8f5,-0.0980481154,0.0554023908,-0.187235466,0.7053511375,0.137345554
3mZhp1nQ,-0.1732199542,-0.0532296431,-0.6909628931,-0.075596178,0.1114107008
3pikJXRL,-0.3944555722,-0.2267523557,-0.7994848632,1.6384403296,-0.5616501631
3pxOEGHL,-0.3696813773,-0.0320307757,-0.5502062097,-0.2124260723,0.4672464986
3ttdV3f5,0.8924916803,-0.1343338873,-1.0796740965,-0.124410411,-0.4746130638
3v4X6Mfe,0.9664461592,-0.095252857,-0.4142851229,0.6725786988,-0.4676989324
3wORuPiv,-0.4209574552,-0.0226917737,-0.758651798,0.5063484422,-0.7294502116
43EfrxZj,-0.0914670619,0.0876229203,-0.7592680784,0.2640713169,-0.4260745153
457Vwm21,-0.0701250235,-0.0539319006,-1.050613854,-0.438233061,-0.2261688182
46KNnOdx,-0.3258388279,-0.1402726755,-0.6843472249,0.0811682917,-0.064918408
47TwNsVC,-0.0341042865,-0.0333028152,-0.7082365273,1.5784745439,-0.8782714288
49856RpO,-0.6043122646,-0.3473592417,0.0872390602,0.4035919159,-0.1165370423
4Ane1o2N,-0.3902296839,-0.1265671539,-0.2557367226,0.1945102604,0.3639334661
4AyVUgSc,-0.5072891232,-0.4801370942,-0.0314646555,1.1724537707,0.2790519761
4B1951On,-0.0953447235,-0.1562834415,-0.5274649907,0.4292947919,0.0073774061
4OL39Teo,-0.1257240235,0.1829324158,-0.6590076761,0.2713445152,-0.4584249241
4eQ90eLY,-0.3013122809,0.0017243355,-0.6063118366,0.1190955004,-0.5738418115
4o5jwMj8,-0.0761494578,-0.1841996372,-0.3834595028,-0.2295233109,-0.093054046
4vPgpl2c,-0.7270131361,-0.2075473607,-0.5473323425,-0.1673525331,0.0383802287
51r9aA0d,-0.3463569964,-0.3992972039,-0.2852157136,0.7970854464,0.0901515676
58SmeRoP,0.5604506131,0.0701830668,-0.3383129697,0.6872084657,-0.5595910106
5HJp1AXn,-0.4179295543,0.1587390414,-0.5785768556,0.2196546031,-0.4384351767
5MBZW7fx,0.1226894193,0.0425864632,-0.2497009912,0.3839974907,-0.1576881311
5Nq3gHaP,0.1065122766,0.3062752183,-0.6594501822,0.2238228533,-0.5875318314
5RmwFFK3,0.2910986168,0.1927459851,0.473717522,-0.9251422113,-0.6087328537
5Tu5Jbov,0.4981266916,-0.3305411585,0.2814165724,-0.7099507154,-0.5791959893
5YEolkev,-0.1857497699,-0.2235246009,0.4905795356,-0.8268344368,-0.4309815054
5a8sf6QV,0.1436440117,-0.1283942272,0.8415285041,-0.7837378339,-0.3588290482
5eSvmqYm,0.8591294901,-0.2421087101,0.4389936234,-0.5568305956,-0.0738851703
5hkN8fiv,-0.2166017746,-0.2295372394,-0.5376694529,-0.6840795209,-0.3848782243
5oK8Gti5,-0.4931890206,-0.0446225057,0.5637132304,-0.7600449693,0.4253820256
5paniGaU,-0.5529799087,-0.0710591716,0.247638826,-0.9534582581,2.3767965172
5vsr7ZUP,0.9281201226,-0.1306546862,1.0329653402,-0.8140693122,-0.4115587496
60B4xMWI,0.316296403,0.0687684274,1.4448067514,-0.7547339111,-0.1135556332
64jOUtKy,-0.1814734175,0.1453519585,0.9411334159,-0.8941170735,-0.3784995179
6AJo4xNG,-0.1564642995,0.0775733234,0.3907014617,-0.8177258082,-0.4974106654
6CAvhEte,-0.5254241268,-0.3060390981,0.789420775,-0.8533596445,0.296673162
6CuGYjT5,1.2700707694,0.1891871771,1.797095203,-0.7740026525,-0.5254505545
6DGH8ujZ,-0.2394432327,-0.2367028023,-0.4371385468,-0.7013813764,0.036965764
6PzsGdVm,-0.3340398566,-0.1779763908,-0.3409675827,-0.744010458,-0.2786161809
6UcSJMbq,0.4644891444,0.1799127707,1.6486557762,-0.8352797871,-0.238456143
6WJbkH8U,1.2814775213,-0.0428725824,1.2753344548,-0.8581262712,-0.6245956454
6eUWsVzw,0.5070138336,-0.1809532039,0.6388438004,-0.9301333731,-0.2014216547
6gNyO7Do,0.4100401772,-0.0721940602,0.7978714978,-0.8735320503,-0.283273694
6jT0AyHe,0.0188899553,0.0057422834,0.7339133897,-0.8837745685,-0.4227683404
6nBgCvWu,-0.1515590921,0.1615753511,0.6994464738,-0.8556778825,0.4962437553
6ro5mqg6,-0.0399726654,0.1859643134,-0.152519115,-0.9246489536,0.7692907191
6sGqObX4,0.4803841073,-0.3960636805,0.4846337352,-0.7300497802,-0.3902537912
6uEGy0n4,1.1706513689,0.0450883706,0.9233506214,-0.8513419966,-0.6037723602
7BZ4LxP8,0.2028706093,-0.1050173129,0.7773065399,-0.7911085115,-0.2372419816
7CmigXKi,-0.4554918141,-0.3409978189,0.727412405,-0.8886463169,0.146507612
7Ga0LpfR,0.142179181,0.461593766,0.9945993135,-0.9329612816,-0.6126035707
7PQsFvsG,-0.1377562412,-0.1025376551,-0.5516594912,-0.8032445898,-0.4975699044
7aF7nnwn,-0.5176097894,-0.4439470727,-0.3119347622,-0.3986691104,0.4513754949
7asGzfX9,-0.2286332301,0.1324768963,0.735108908,-0.8424768501,-0.3843373463
7cg7C92o,-0.0176104865,0.3543847096,0.355435811,-0.4903775766,-0.3113031467
7eOxTpsB,-0.1974054008,0.1541837995,0.0506879957,-0.8502500297,0.2454574538
7ey0v7ma,-0.2117104008,-0.0967952324,-0.2636251592,-0.1635909493,-0.6457314613
7gocyrYl,-0.300285149,-0.0221249217,-0.0304073105,-0.6268285299,-0.4544920584
7gqR3GoA,-0.2662707188,-0.2655877982,0.1251161868,-0.6009703675,0.0577118468
7og7aUXB,0.1423441176,0.1161448682,0.5265830595,-0.6894166039,-0.536096363
7onRfa8F,0.2043251767,0.3426377835,0.224515555,-0.4847675525,0.2208192435
7umkNuxM,-0.2277003738,-0.0235729398,-0.1826871352,-0.7112688496,-0.363583785
7vPr9ExD,0.0760223994,-0.1020779078,0.1097683867,-0.4809733256,-0.1058248828
7zNjpCzu,0.6790874146,-0.3011996524,-0.2279283756,-0.3022362198,-0.3504485302
7ztsQNj3,0.5819262817,-0.3242034256,0.0209673891,-0.4663233632,-0.1916196502
86gppwMI,-0.6648586863,-0.2119928731,0.1027159033,-0.768364397,-0.1686395824
88thAGdL,0.0012474136,-0.1371096225,0.1351160399,-0.7191368667,0.1346833611
8GhU8STP,0.6695357137,0.150256068,0.3623347052,-0.2003040055,-0.5045557255
8NlzDcWe,-0.5555266816,-0.5481044518,0.0902293008,0.0163961502,0.2320935681
8QAejdLW,0.062686252,-0.1270063063,0.5189557076,-0.7099862032,-0.3688502654
8RDeFxWM,-0.0890835477,0.0600489804,-0.1465491675,-0.8172008417,0.7349741113
8UXP2NBS,-0.9184781622,-0.2890305758,-0.0593111717,-0.6056738983,0.1400582997
8ZoV3KGT,-0.079068603,-0.2160450222,0.4500746828,-0.7023388714,-0.1582865968
8ajs2uG8,-0.5743881675,-0.3211029979,-0.0801017364,-0.6656896488,-0.5432767462
8bXnz62p,-0.0049369241,0.301041682,0.7431402303,-0.7468632836,-0.1854479008
8nO1O1LG,0.3926976134,0.2564983578,1.15322667,-0.4915228144,-0.5528145102
8xE1p8g8,-0.8898005625,-0.2369230791,0.2191719396,-0.5211379863,-0.6230365763
8yMDVMRM,-0.6717463741,-0.3335453524,-0.2388747267,-0.6576017168,-0.3633895022
98R5VaPi,0.4260724302,0.1549608078,0.4919276247,-0.60716213,-0.0617973481
9DcTz2Ua,1.0180385563,0.1265394835,0.6401781022,-0.4958671222,-0.436512301
9G7nfUrK,-0.0511979609,0.3264564644,0.2507735707,-0.7558721728,-0.0853118587
9O6GZ1HT,0.4260724321,0.0824438886,0.5626578014,-0.638178126,-0.1773926248
9S7fCoAM,-0.3489925027,0.0421724485,0.0981730189,-0.6603650586,0.1370004415
9iQwmFJR,-0.0873422702,-0.1467160688,0.3971388909,-0.6935267932,-0.3277703489
A3Mt6SAQ,0.8871168671,0.0689463952,0.4333948713,-0.4422872845,-0.1041881553
AJIsQIcV,-0.4262306621,-0.2686111307,0.2983514243,-0.6737635043,-0.0696108413
AMHKXMh8,0.8082633932,0.1138723134,-1.0928731586,1.8175396002,-0.5454468053
ASwA2J4E,-0.1752442459,0.1164178199,-0.6051629945,-0.2122513125,0.1247312622
AaFvEoHq,-0.0056288858,0.0472183564,-0.7791709284,-0.7090645598,-0.5268882022
AiIPD6hX,-0.3945537527,-0.0507736818,-0.7634554218,-0.2066848642,-0.8213872608
AsIURvJS,0.1138025646,0.1054155511,-0.7135935489,-0.0838953194,-1.0267329386
AsvgbJ0C,0.0333801789,-0.0781790124,-0.6032970531,-0.0097159203,-0.6063941035
AxEhbkCM,-0.7069282375,-0.3384584371,-1.2862896026,-0.2606749661,-0.5771127218
B7VPkIpx,-0.1901272036,0.0353059849,-0.7832180123,0.6462255209,-0.4069508436
BBwHqHiH,0.1629596275,-0.1405819846,-0.9324282078,-0.5460921406,-0.9214691986
BMyps8hr,-0.2437887524,-0.1312556878,-0.4822895688,0.4430560083,-0.7421488349
BUHS4dQw,-0.2210379374,0.107289593,-0.5691839954,-0.0627226993,-0.8833051978
BZB3EYWQ,-0.2157910426,0.1710740662,-0.4814232731,-0.6181711358,-0.0322727819
C5UPCZcL,1.1244649116,0.1336367485,-1.0793698233,-0.3023110106,-0.7247613127
C5gIfQbJ,-0.1335977078,-0.1176730963,-1.3806354254,-0.1027274537,-1.3328493173
CDRuu4Pn,0.0631866416,0.0122502302,-0.415130959,-0.0849097214,1.1459425753
CQhTYkqE,0.3961431856,0.0246942501,-1.0645312567,-0.2761338706,-0.8612943663
CSEobMXv,-0.1860969176,-0.2446248689,-1.2781879909,0.0929082686,-1.088509319
CYMQE4x0,0.5125821639,-0.0008283019,-1.1976888358,0.3462914991,-0.3005997841
ChQdtl4J,-0.3734825539,-0.0671880514,-1.1078252546,-0.5949715344,-0.5021238084
ChnD1nrN,-0.6597372395,-0.5852484145,-0.472383174,1.7894569305,0.3122452072
CvtbbIcq,0.2574690653,0.0975493527,-1.000874049,1.5174168274,-0.5490341752
Cxk06b77,0.0450641746,0.2536269655,-0.8758188431,0.0447653358,-0.82145666
D3QD3ZEJ,-0.2183993229,-0.0768013734,-0.4726780093,-0.3282354884,-0.1678998076
D8J5C6lA,0.6494015965,0.1966506449,-0.7966576388,0.6396219583,-0.7004199553
DCeQwYfT,-0.4151883639,-0.1366511209,-1.1283216486,0.144669839,-0.6085449898
DDEftkx3,-0.5975841374,-0.0269231677,-1.0366085307,-0.7672576472,1.1492355325
DEwCfeDW,-0.1896849364,0.2600713782,-0.5398505201,-0.2555226239,-0.5420916095
DMkIV4oL,-0.2202845535,-0.0800246693,-0.975457029,-0.5727377768,0.1396501793
DnzGfbxS,-0.1963016218,-0.0640053912,-0.6413995593,0.1633554083,-0.8843547477
DoZxo6f6,-0.4252907052,0.0203693766,-0.7595083203,-0.6037172918,-0.391028345
DvhBPGIk,-0.3321276274,-0.1432029423,-0.2576173024,-0.1703177802,-0.500486469
Dx7GoUcT,-0.222884215,0.1291825829,-0.9729270127,-0.6579320965,0.1147550528
E5hIjohO,0.4111701151,0.0379245069,-0.8258599744,-0.1123713413,-0.6544547218
E6x4XGHt,-0.2947687526,-0.0688650093,-0.4793432155,-0.4132902328,0.3087465926
EDEpAzh1,-1.0093798811,-0.2047514717,-0.9986675975,0.1060341506,-0.5914392986
ETGudkQt,-0.0120757012,0.2430998325,-0.615669306,-0.0398217307,-0.068200612
EUleKrLJ,0.6985566984,0.2112026271,-0.7262469559,-0.0686423129,-0.199182949
Ehw2Jz6s,-0.7157429382,-0.3683876832,-0.0883142377,-0.3587294228,0.029364246
EjqzC4zH,-0.2446447883,-0.0198524723,-0.4336927821,0.1648287225,0.1700543316
EkMZO3Qj,-0.1812991614,0.158296324,-0.8902208095,-0.0925850916,-0.0340430255
EnoNXWvU,0.4819018686,0.1663617444,-0.4519456019,-0.2380396506,-0.2287574881
Epv8ANwr,-0.3048125478,-0.0732398853,0.1216703199,-0.3195967592,0.1643513139
Etro9j0B,-0.1122459304,0.3648438921,-0.584673444,-0.2959660867,-0.158847927
F3MIZj76,-0.1538865385,-0.1107745695,-0.7691647236,0.0831616715,-0.1991289467
FB8tU00K,-0.4068733667,-0.1396391473,-0.7521693916,0.1388726012,-0.0080936757
FLhxBGMK,0.451630547,0.1021803666,-1.157736688,-0.3343502974,-0.4301415557
FRreR8ka,0.9755019602,-0.0246411014,-0.9268321759,-0.3017864435,0.1721558714
FXne4oAV,0.2852077036,0.1765863794,-0.4483841053,-0.4126912543,-0.3029918212
FaW764jk,-0.1438989356,0.2973664705,0.0348733554,-0.1814498635,-0.1716194827
FeAbMXly,-0.3914529672,-0.1890274957,-0.6418439229,-0.5577974286,0.4644774958
FeudaFXn,1.5213707661,0.1114060307,-0.1342061868,0.5045437899,-0.428401388
FldUmFeM,0.6835026611,-0.0404984049,-0.7990555107,-0.2945055181,0.0064902773
Fnv5tfAm,0.4978140358,-0.2754082698,-1.0130223041,-0.101435246,-0.1360514301
FvrAd3Or,0.1924178906,-0.0309042423,-0.6282582249,-0.3541896482,-0.0144708277
G48zHffi,0.4370979086,0.033796081,-1.1900120969,-0.3208804716,0.1358224275
G76zCv5N,-0.2591733329,-0.1018504937,-0.6871131434,-0.066333273,0.1929733595
G7JGUdNf,0.4510350796,-0.2398823585,-0.3795532946,-0.4063796259,-0.0503469309
GCo6MONx,0.6560804274,0.3130214207,-0.1758857423,-0.3637956927,-0.3297057408
GE0vbpVQ,0.1032913626,-0.1065843793,-0.7298399822,-0.1996607893,0.0975438099
GN0DfOqt,-0.1791037506,0.2874960243,-0.6328194744,0.1305356253,-0.1856461417
GNsTAb1v,-0.6246128031,-0.0554212587,-0.4861744859,0.8720590726,-1.0724686554
GPwmO21z,-0.3491745022,-0.1754184264,-0.5474497416,0.1927823978,-0.5447256725
GQYpfLoh,0.4490693373,0.2569235025,-1.0991508702,-0.2424600968,-0.5429576326
GR9knT8n,-0.1420785108,-0.1504461656,-0.5281478092,1.0535856731,-0.0680815045
GXtFFbZy,0.4985278445,0.1587483151,-0.5983225776,-0.0800448429,-0.1883297432
GYvzvvFD,-0.6551714972,-0.2428973848,-0.5103657252,-0.5976792479,0.1209775354
GemPjTJ9,-0.1623466672,-0.0122462505,-0.483117032,-0.4651759123,-0.1702350038
GkLYRm1K,1.3542748552,0.0397435422,-1.0270649497,0.8959573909,-0.199733712
GmlqP8eI,-0.762696268,-0.3228609876,-1.1214476591,-0.1817609625,0.0282349037
GqkIrOvf,-0.4496750114,-0.0794512039,-0.7067550903,-0.4312257172,-0.3991432449
H0fsegPi,-0.6045021912,-0.3020535059,-0.7518108792,-0.1878301913,0.2351970862
H4dHpJjU,0.5923203826,0.1534072468,-1.4428708431,-0.1341349912,-0.4773960296
H5QwJCuU,0.6582589569,0.3317891297,-0.4364812701,0.6767904051,-0.2747296142
H5uwmSZ0,-0.2706444175,-0.058574178,-0.4583903045,-0.5244744008,0.2245783081
H8MtbVoL,0.1226496224,-0.2730826804,-0.841608939,-0.5826695702,-0.0584858919
H9JrUYnp,1.0266918111,0.0320811824,-0.4580613204,-0.5295829923,0.0518262936
HHYmmHVk,-0.1656946911,0.0438257858,-0.3997651625,-0.5199124211,1.58040638
HJ5U4uqL,-0.788271131,-0.4235496822,-0.7005151486,-0.6398529163,0.159874598
HNQxYc4w,-0.2705175256,-0.2719332395,-0.5811882803,-0.2265847198,0.2382921851
HQYhKHZ8,-0.8111589755,-0.3196400773,-0.5882566685,-0.1868303148,0.0233637428
HSCMx0MC,-0.2479678737,0.0635177919,-0.3277633678,-0.6499228654,0.987421498
HXYuE0fx,1.0774822762,0.1215495902,-0.2352005574,0.7460789688,-0.3074632162
HdKcxEWr,0.2384787323,0.383633728,-0.5221531369,-0.0758185063,-0.1962833652
HecW1iCC,-0.6115126846,-0.1729255651,-0.4796553546,0.0380800033,-0.4880526288
HpbKB8rv,-0.3085934165,-0.1821361571,-1.09823923,0.8483963043,-0.3191944951
HrkoYjCg,-0.1049127441,0.169565902,-0.5082774918,-0.0120388933,-0.4160810543
I5P2uquT,0.001974364,-0.0826463284,-0.7682144927,-0.0165458687,3.90487475575574E-005
I94qkDM7,-0.6639876472,-0.3680845122,-0.540098396,-0.5030787566,0.04274373
I9sQbtt8,-0.1427811479,-0.0527625586,-0.6624675351,0.0419920366,-0.2187000054
IFxgw6ZX,-0.300111675,-0.0123480181,-0.5252575224,-0.3099128024,-0.1901146183
IPPPSyoU,-0.4695591961,-0.2981154047,-0.5352072947,-0.3244355333,0.1636428869
IQOYQubU,0.6374032937,0.1791379432,-0.8500606899,0.4158022602,-0.1177926402
IYNE2SxU,0.4029963661,-0.435520444,-0.7507145796,0.1604671743,-0.0910828829
IZRFk9kN,-0.2177117775,0.1181931799,-0.4730602705,-0.0223871298,-0.0395093906
Iaq3v0t3,0.7243506817,0.0685449861,-0.8836176258,1.5159193831,0.1177946356
IbVwu1t6,-0.3381008522,-0.2940873213,-0.6904587239,0.0301622874,0.2364645026
IcHKTLyo,0.188083007,-0.2117287521,-0.0420764219,-0.4032196414,0.0779363242
IpW80wVB,-0.4302252453,-0.352578864,-0.0286990554,0.0436884195,0.2828077705
Itb0PYUV,0.6655127696,0.227248872,0.4159909561,0.7334647936,-0.2753252638
J8fpSwS0,-0.2179704164,0.2023894253,0.0780454921,-0.6215556963,0.2551603415
JE1SlbD0,0.0917108823,0.2947026275,-0.1092584156,-0.0561048426,-0.445218586
JEB4McNb,1.1521521725,-0.0226808449,-0.2329164578,-0.0933812706,-0.2568887132
JEE4QVeQ,0.3042861383,-0.2729951076,-0.2612099492,-0.2633153139,-0.0037787123
JJSEU2VQ,-0.4635488902,0.1241646639,-0.244218405,-0.6654964432,1.3123235422
JSsVriP2,0.4521396264,-0.0434151285,0.1028648595,-0.2147309772,0.2286941757
JUvQNiOK,0.3753901451,0.0709308468,0.0810007035,0.1676351429,0.3335361281
JZbrRtm2,0.797054864,0.0839724235,0.0871086731,0.0696527209,-0.0630523041
JcE9G92B,-0.263848422,0.211540493,-0.1857872097,-0.0321303601,-0.5005805325
JnNYpXHr,-0.2971006395,0.2820863907,-0.1419848807,-0.4014380918,-0.1451574897
JzpbnOtz,-0.1233321273,0.1363916119,-0.1332676324,-0.6702053043,0.3458571557
JzzUhPQp,1.2352293067,0.0349187997,-0.1472688087,0.7390951927,-0.2439324703
K05R8dQK,-0.2874142492,0.0003912041,-0.3173958216,-0.2023670599,-0.2156168589
K17pG2mG,-0.1168798502,-0.3216072207,-0.1733470941,-0.5350639598,0.3961824538
K8BellUe,0.5615985886,-0.1172819255,0.0231178704,-0.0516947897,-0.4482728771
KJ2eH6rr,0.434068356,0.263950415,0.1521621741,0.2719022537,-0.8908252816
KJEJ6Glk,0.1470004274,0.3003008083,0.2252682578,-0.1489021286,-1.0900968758
KSbO0oXS,-0.2636013215,0.1840281507,-0.0715215425,-0.211994142,-0.2814402142
KXtvmd01,-0.2598652735,0.0222804392,-0.0373949031,-0.4149177619,0.6440498183
KYiJqBuJ,0.4225841561,-0.2861474894,-0.0841722942,-0.2785888825,0.0473667376
KmbAyTcE,0.0428140268,0.2377751288,-0.0508045717,-0.0169444009,-0.2133199348
KnNyl3rV,0.5228459979,0.0113926708,0.0059717186,-0.0848730013,0.4889021042
Kp2DG8TZ,-0.190868496,0.0683964339,0.281490816,0.4219398089,0.134480787
KqQtKWs5,-0.3627349748,-0.4216445273,0.1771694338,1.2302939887,0.4045477771
Ku27g63R,0.7603737876,0.1915836981,0.4057398672,0.3127060357,-0.3764895459
L2aTVqDq,-0.3504805468,-0.2018530968,0.0151136246,0.2017962746,0.0512286692
L5jvq6G4,-0.467272075,-0.3971333309,0.2931667722,1.1311854865,0.3755313423
L91hYVQl,-0.4738190738,-0.5035751747,0.2687084257,3.3603172752,0.3542696886
LINAMlbA,-0.5395290299,-0.0708987377,-0.215177576,-0.6069204832,0.0113470057
LJoUNXSx,-0.2315283586,-0.2878643861,-0.3278889909,3.028470781,0.0757467039
LLtSiyWD,-0.5380636635,-0.3114036856,-0.516543891,0.371434901,0.3601412658
LQJtV8kn,0.1937260456,-0.0665294352,-0.207274301,-0.2501355737,-0.556869951
LW9uddw7,-0.1613032898,-0.0484019561,-0.3825075982,3.6384144621,-0.7935699243
LZ6sdBTR,0.5539578995,0.1856689751,-0.0394111011,0.6855665861,-0.1813869075
La2Vhnne,-0.1718381293,-0.0029570686,-0.2363800393,0.028634725,-0.3982796901
LaUWSq9B,-0.0211804822,0.1212967006,-0.0837323581,1.9052838721,-0.6543749745
Lk4SfkPQ,-0.3362403429,0.0993004258,-0.1265527586,2.9705315073,-0.7763869365
LllC836d,-0.0534094858,-0.0822217,-0.3609279374,-0.1049115496,0.2540360657
LuGiGeWN,-0.5749906047,-0.2115382637,-0.3735501371,-0.5304443733,-0.0686058748
LzcyHcWa,-0.3814625177,0.0386501933,-0.2006336002,-0.5090320129,0.8777423449
M7veP0H4,-0.218212163,0.1073792178,-0.1076655563,-0.017380452,-0.0558086907
MB8aaJUc,-0.1945929855,-0.0770373113,-0.1013505639,3.8626834387,0.1518269136
MDpe2zuy,0.5341288222,-0.4880007679,-0.3272216488,0.5477832903,-0.1320990885
MEzdmEIU,-0.4122111067,-0.0832920772,-0.1768182579,1.0413805209,-0.0278223397
MVnhtivm,-0.4135163826,-0.22118512,-0.1921245696,0.8959147186,-0.4745238563
MYU7WDis,-0.0181545789,0.0982270577,-0.0193150258,1.2433559802,0.2925980864
MZFqh6yw,0.5167370683,0.0001771852,-0.2485982444,-0.0049979124,0.0262177038
Mdgy4SsO,0.2993169672,0.222199208,-0.0966115338,-0.1210617212,-0.8819234683
Mj8awnzy,0.106700556,0.1478343158,-0.0310225573,0.4972730842,0.5954264954
MpFPbUJy,0.7708639894,0.2128624556,0.0330362904,0.4629922801,-0.6482740114
Mqk7MFBM,-0.0886636892,0.2348872608,-0.1396947662,0.4018862858,-0.2213512046
Mqs2t1Eo,-0.9106804509,-0.1296135043,-0.136323345,1.4921142975,-0.6148799932
Mv3jFVxp,-0.4652117895,-0.1345575657,-0.0018380812,0.8062177039,0.0397371494
MxODTXvA,0.4517814219,0.110497515,-0.337477885,-0.4628169032,-0.7812988759
N46PbpPM,-0.4685368538,-0.0998983636,-0.3312112196,-0.7409567761,0.7591807962
N5S5F9Gk,-0.4580808579,-0.2474979103,-0.3350118755,-0.5332881825,-0.2317927922
NLDg5fqw,0.8988863048,0.003357066,0.2650941314,0.1408290544,-0.1686930139
NOho2ZiM,0.8042932869,0.08860105,0.0797047248,0.4071855974,-0.4512786921
NUuY7PFU,0.5743076911,0.1885661014,0.254745402,0.3818549349,-0.6919595627
NV1e8AEO,-0.1718636434,0.3158501201,-0.1855310078,-0.5244122912,0.5639842852
NZLXROKC,0.0076852981,-0.0096843802,-0.2595908789,-0.1738425437,-0.5611654081
NaJo7C6o,0.1594953797,0.0629566911,1.1428218291,-0.6631296755,-0.2652694861
NgsyGkrO,-0.0482518565,0.0119788858,0.7199356648,-0.6952792545,-0.6554287135
NjOx4Zpo,-0.3264544158,-0.0802812699,0.0730092861,-0.7431830401,-0.392158456
NmQoI7x0,0.9375775317,-0.1000358001,0.9935048943,-0.3937145933,-0.1541307964
No4wkdLS,-0.6138776086,-0.5582768629,0.5726313544,0.0313536176,0.2351287142
NouMwhOf,0.1114192049,-0.0193248026,0.4115667944,-0.5223907367,-0.4525332925
O6YAWd8C,0.2221988281,-0.1500154394,0.4419528534,-0.6320907308,-0.2738322366
OAXVphSh,0.260835447,-0.1246449409,0.9156279304,-0.6453598369,0.246372528
OJBBhb6Q,-0.6084197859,-0.4043419592,0.327731704,-0.0279854086,0.664937939
OSIQXImL,0.5584749683,0.0208742643,1.4694992849,-0.0284339792,-0.8240620981
OUUFc5Zz,-0.3415986214,-0.0007206053,0.5200961292,-0.597299861,0.201604829
OVk1lquT,0.1260873939,0.3214570837,1.436021147,-0.628197836,-0.3914864347
OXdRxjzz,-0.1424452051,-0.256096428,0.1464986697,-0.4773081854,-0.3430309133
