PIDN,Ca,P,pH,SOC,Sand
Cxk06b77,0.0064420352,-0.0145235521,-0.2408632402,0.7565999305,-0.5391176975
D3QD3ZEJ,0.0064420352,-0.0145235521,-0.0314787684,-0.2587290158,0.2064773879
D8J5C6lA,0.0064420352,-0.0145235521,0.4766474253,0.4507513241,-0.808017816
DCeQwYfT,0.0064420352,-0.0145235521,-0.2970246684,0.0010870063,-0.2939707096
DDEftkx3,0.0064420352,-0.0145235521,-0.2967631057,-0.8294478884,1.5635446489
DEwCfeDW,0.0064420352,-0.0145235521,-0.4979488221,0.8098391002,-0.4265019775
DMkIV4oL,0.0064420352,-0.0145235521,0.0560588787,-0.6033248715,0.8097026522
DnzGfbxS,0.0064420352,-0.0145235521,-0.4027592845,0.5405839829,-1.0708006713
DoZxo6f6,0.0064420352,-0.0145235521,-0.324039528,0.0029027757,0.2699615597
DvhBPGIk,0.0064420352,-0.0145235521,-0.1864653585,-0.0770439591,-0.2522251787
Dx7GoUcT,0.0064420352,-0.0145235521,0.0449735449,-0.2054789153,1.2834232137
E5hIjohO,0.0064420352,-0.0145235521,0.6359748576,0.2002190093,-0.2515863972
E6x4XGHt,0.0064420352,-0.0145235521,-0.443979049,0.1394514756,-0.4423875311
EDEpAzh1,0.0064420352,-0.0145235521,-1.370777101,0.785029939,-1.4298447167
ETGudkQt,0.0064420352,-0.0145235521,-0.2205272298,0.607889954,-0.1905341215
EUleKrLJ,0.0064420352,-0.0145235521,0.5655849566,0.2944638663,-0.6320192217
Ehw2Jz6s,0.0064420352,-0.0145235521,-0.546946143,-0.3123693488,-0.4031099366
EjqzC4zH,0.0064420352,-0.0145235521,-0.3199806388,-0.0974689542,0.4633202514
EkMZO3Qj,0.0064420352,-0.0145235521,-0.3514719333,0.4977692983,-0.1812900927
EnoNXWvU,0.0064420352,-0.0145235521,0.6901032135,0.0851696724,0.0788137908
Epv8ANwr,0.0064420352,-0.0145235521,-0.1568878653,-0.1130727601,-0.0080405791
Etro9j0B,0.0064420352,-0.0145235521,-0.5013845157,1.0126907853,-0.5431350192
F3MIZj76,0.0064420352,-0.0145235521,0.0515693966,-0.186764998,0.0193119395
FB8tU00K,0.0064420352,-0.0145235521,-0.2547473807,-0.1048342224,-0.1634729018
FLhxBGMK,0.0064420352,-0.0145235521,0.6831954908,0.3550992236,-0.0767011669
FRreR8ka,0.0064420352,-0.0145235521,0.6075115571,0.8222044898,-0.7571116768
FXne4oAV,0.0064420352,-0.0145235521,0.3317069107,0.3791367241,-0.3807789141
FaW764jk,0.0064420352,-0.0145235521,-0.4699322462,0.9015808904,-0.4883413475
FeAbMXly,0.0064420352,-0.0145235521,-0.0901716829,-0.7055033678,0.6857247255
FeudaFXn,0.0064420352,-0.0145235521,1.7698913948,-0.429387141,-0.5383618674
FldUmFeM,0.0064420352,-0.0145235521,1.0560968658,-0.4974077691,0.2194765729
Fnv5tfAm,0.0064420352,-0.0145235521,0.1287576075,0.7884155297,-1.1781431304
FvrAd3Or,0.0064420352,-0.0145235521,0.4799712969,-0.2395961898,0.1832135118
G48zHffi,0.0064420352,-0.0145235521,0.7263093001,-0.2585615458,0.2700828452
G76zCv5N,0.0064420352,-0.0145235521,-0.0545007688,-0.2319931956,0.1813296868
G7JGUdNf,0.0064420352,-0.0145235521,0.4460600161,-0.0943919386,-0.9311644093
GCo6MONx,0.0064420352,-0.0145235521,0.4346053668,0.6239624181,-0.8167584354
GE0vbpVQ,0.0064420352,-0.0145235521,0.0309017986,-0.0564088454,-0.5844242711
GN0DfOqt,0.0064420352,-0.0145235521,-0.2397643248,0.1419951961,1.1025086065
GNsTAb1v,0.0064420352,-0.0145235521,-0.7231611746,0.7492304285,-1.0887532625
GPwmO21z,0.0064420352,-0.0145235521,-0.1859214326,-0.1485747417,-0.2267477516
GQYpfLoh,0.0064420352,-0.0145235521,0.4848138339,0.410912806,-0.3589691656
GR9knT8n,0.0064420352,-0.0145235521,0.0472706689,-0.2494763392,-0.1251883151
GXtFFbZy,0.0064420352,-0.0145235521,0.7116676961,0.0142509647,0.1267839668
GYvzvvFD,0.0064420352,-0.0145235521,-0.7483683858,0.1248713899,-0.5550802757
GemPjTJ9,0.0064420352,-0.0145235521,-0.287168426,0.3934301733,-0.550996086
GkLYRm1K,0.0064420352,-0.0145235521,1.6040318009,-0.3893882631,-0.5836139053
GmlqP8eI,0.0064420352,-0.0145235521,-0.9545587361,0.1696506632,-0.9963447771
GqkIrOvf,0.0064420352,-0.0145235521,-0.6319677432,0.5149048757,-0.7334179397
H0fsegPi,0.0064420352,-0.0145235521,-0.2990252646,-0.3564685807,0.3551520721
H4dHpJjU,0.0064420352,-0.0145235521,0.4385348735,0.3315303047,-0.7903375159
H5QwJCuU,0.0064420352,-0.0145235521,0.7135974858,0.4729604584,-0.2332075303
H5uwmSZ0,0.0064420352,-0.0145235521,0.02830033,-0.2180092784,0.5246697624
H8MtbVoL,0.0064420352,-0.0145235521,0.4907709164,-0.3991593207,0.0847782534
H9JrUYnp,0.0064420352,-0.0145235521,0.6647633225,0.842974539,-0.6118971115
HHYmmHVk,0.0064420352,-0.0145235521,-0.1381545159,-0.4954801043,0.9812680972
HJ5U4uqL,0.0064420352,-0.0145235521,-0.6079358112,-0.4151610229,-0.3424028621
HNQxYc4w,0.0064420352,-0.0145235521,-0.0184308358,-0.4769318009,-0.0706651216
HQYhKHZ8,0.0064420352,-0.0145235521,-0.9837772819,0.2101671354,-0.9552974585
HSCMx0MC,0.0064420352,-0.0145235521,-0.0222985037,-0.4513320555,1.0443349355
HXYuE0fx,0.0064420352,-0.0145235521,1.0022877906,0.1050754586,-0.9110251203
HdKcxEWr,0.0064420352,-0.0145235521,-0.0473844789,0.8236029641,-0.3611427228
HecW1iCC,0.0064420352,-0.0145235521,-0.5288305717,0.3954484917,-0.6662779253
HpbKB8rv,0.0064420352,-0.0145235521,-0.5078952124,0.338687507,-1.0358457741
HrkoYjCg,0.0064420352,-0.0145235521,-0.0635206113,0.4413952824,-0.1259166389
I5P2uquT,0.0064420352,-0.0145235521,-0.1710279308,0.2189570269,-0.8603660554
I94qkDM7,0.0064420352,-0.0145235521,-0.6826114329,-0.1239883465,-0.5100404851
I9sQbtt8,0.0064420352,-0.0145235521,-0.3299571359,0.4121140836,-0.8573539414
IFxgw6ZX,0.0064420352,-0.0145235521,-0.5149151063,0.5169672231,-0.7948992765
IPPPSyoU,0.0064420352,-0.0145235521,-0.2670881957,-0.2808394775,-0.3009129494
IQOYQubU,0.0064420352,-0.0145235521,0.4693415454,0.3605943279,-0.7875968908
IYNE2SxU,0.0064420352,-0.0145235521,0.020074577,0.7077407977,-1.544248454
IZRFk9kN,0.0064420352,-0.0145235521,-0.2925883573,0.1251579727,0.5878051901
Iaq3v0t3,0.0064420352,-0.0145235521,0.9347315833,-0.1962384973,-0.1931344501
IbVwu1t6,0.0064420352,-0.0145235521,-0.1075779312,-0.4061171078,-0.1879794044
IcHKTLyo,0.0064420352,-0.0145235521,0.5271593351,-0.3148887026,0.0274548504
IpW80wVB,0.0064420352,-0.0145235521,-0.1701114403,-0.5108830711,-0.1426018976
Itb0PYUV,0.0064420352,-0.0145235521,0.4830538249,0.4653748989,-0.8200989022
J8fpSwS0,0.0064420352,-0.0145235521,-0.1451424528,0.1141921023,0.5090911081
JE1SlbD0,0.0064420352,-0.0145235521,0.0494123213,0.7179766537,-0.426164101
JEB4McNb,0.0064420352,-0.0145235521,1.1614794562,-0.1989283206,-0.9205613388
JEE4QVeQ,0.0064420352,-0.0145235521,0.6675807679,-0.4639345798,-0.1167476084
JJSEU2VQ,0.0064420352,-0.0145235521,-0.2741109379,-0.3571439612,1.1891008073
JSsVriP2,0.0064420352,-0.0145235521,0.7621860814,-0.327656482,0.032560313
JUvQNiOK,0.0064420352,-0.0145235521,0.2871517536,0.0522038409,-0.3660214344
JZbrRtm2,0.0064420352,-0.0145235521,1.0903353854,-0.2188745419,0.0642844372
JcE9G92B,0.0064420352,-0.0145235521,-0.5709066822,0.8898983613,-0.7302534651
JnNYpXHr,0.0064420352,-0.0145235521,-0.3826201596,0.7462814405,-0.2043224028
JzpbnOtz,0.0064420352,-0.0145235521,-0.0229289418,0.0531049067,0.3631257374
JzzUhPQp,0.0064420352,-0.0145235521,1.4672299592,-0.3247566784,-0.5661944293
K05R8dQK,0.0064420352,-0.0145235521,-0.1760285606,0.1004803917,-0.0768468265
K17pG2mG,0.0064420352,-0.0145235521,0.2841026327,-0.660882681,0.3446943285
K8BellUe,0.0064420352,-0.0145235521,0.7773373526,-0.182506038,-0.6835982277
KJ2eH6rr,0.0064420352,-0.0145235521,0.4249156427,0.6746072695,-0.6091072189
KJEJ6Glk,0.0064420352,-0.0145235521,0.0859963077,0.772474761,-0.5482592506
KSbO0oXS,0.0064420352,-0.0145235521,-0.256884323,0.7188201839,-0.1692480394
KXtvmd01,0.0064420352,-0.0145235521,-0.0487079945,-0.2894247648,0.6132092329
KYiJqBuJ,0.0064420352,-0.0145235521,0.7965467217,-0.5071419699,-0.2086739299
KmbAyTcE,0.0064420352,-0.0145235521,-0.0397780775,0.2841352061,0.5541937268
KnNyl3rV,0.0064420352,-0.0145235521,0.533376892,-0.2851124424,-0.0806348395
Kp2DG8TZ,0.0064420352,-0.0145235521,-0.260847714,-0.0485579614,0.6975427362
KqQtKWs5,0.0064420352,-0.0145235521,-0.0226573155,-0.5811519308,-0.0529618656
Ku27g63R,0.0064420352,-0.0145235521,0.8840608741,0.2219921557,-0.4062751987
L2aTVqDq,0.0064420352,-0.0145235521,-0.1862846404,-0.1604030399,-0.3079031307
L5jvq6G4,0.0064420352,-0.0145235521,-0.1500604427,-0.5668115945,0.0513246299
L91hYVQl,0.0064420352,-0.0145235521,-0.164068888,-0.5684313374,-0.2838985124
LINAMlbA,0.0064420352,-0.0145235521,-0.66975285,0.318036345,-0.3890226534
LJoUNXSx,0.0064420352,-0.0145235521,0.001921912,-0.4171943246,-0.1948693101
LLtSiyWD,0.0064420352,-0.0145235521,-0.3195932063,-0.4397937466,-0.0524968331
LQJtV8kn,0.0064420352,-0.0145235521,0.4355059903,0.0796225029,-0.1420661285
LW9uddw7,0.0064420352,-0.0145235521,-0.3754109876,0.5261234239,-0.9871616238
LZ6sdBTR,0.0064420352,-0.0145235521,0.6257011124,0.118232836,-0.2954520694
La2Vhnne,0.0064420352,-0.0145235521,0.0252336034,0.1712338942,0.1083844937
LaUWSq9B,0.0064420352,-0.0145235521,-0.3246093593,0.9659914876,-1.2403236088
Lk4SfkPQ,0.0064420352,-0.0145235521,-0.3027142513,0.6716654454,-0.4631736546
LllC836d,0.0064420352,-0.0145235521,0.1782357106,-0.4156717264,0.3220866415
LuGiGeWN,0.0064420352,-0.0145235521,-0.6365959567,0.0825510912,-0.3839919243
LzcyHcWa,0.0064420352,-0.0145235521,-0.125976842,-0.5385092002,1.170206563
M7veP0H4,0.0064420352,-0.0145235521,0.0081035705,0.0462488555,0.6940252769
MB8aaJUc,0.0064420352,-0.0145235521,-0.0297688029,-0.1811770165,0.1226134178
MDpe2zuy,0.0064420352,-0.0145235521,0.2431844273,0.4492360755,-1.2897351218
MEzdmEIU,0.0064420352,-0.0145235521,-0.2369765534,-0.1950458589,0.2127117429
MVnhtivm,0.0064420352,-0.0145235521,-0.2338623088,-0.2621810705,-0.1403424942
MYU7WDis,0.0064420352,-0.0145235521,-0.0862288993,-0.1070740839,0.6914511821
MZFqh6yw,0.0064420352,-0.0145235521,0.8579644486,-0.3579940987,0.3226810834
Mdgy4SsO,0.0064420352,-0.0145235521,0.2997937864,0.4501209759,-0.4382955524
Mj8awnzy,0.0064420352,-0.0145235521,0.0140928553,0.051252986,0.2151204841
MpFPbUJy,0.0064420352,-0.0145235521,0.5552264957,0.5136885405,-1.0458213878
Mqk7MFBM,0.0064420352,-0.0145235521,-0.2606644091,0.4965549462,0.0037498607
Mqs2t1Eo,0.0064420352,-0.0145235521,-1.2643746268,0.837821338,-1.3231448199
Mv3jFVxp,0.0064420352,-0.0145235521,-0.2914018692,-0.2160166991,0.0771971538
MxODTXvA,0.0064420352,-0.0145235521,0.7088921338,0.2695945146,0.0740550225
N46PbpPM,0.0064420352,-0.0145235521,-0.0820871152,-0.6965664768,1.386927878
N5S5F9Gk,0.0064420352,-0.0145235521,-0.4739107984,-0.1624193244,-0.2338435872
NLDg5fqw,0.0064420352,-0.0145235521,0.9345825057,-0.3639157508,-0.4262077371
NOho2ZiM,0.0064420352,-0.0145235521,0.7190157585,0.1913755799,-0.8420820258
NUuY7PFU,0.0064420352,-0.0145235521,0.3903158869,0.5080474966,-0.874806382
NV1e8AEO,0.0064420352,-0.0145235521,-0.0492954514,-0.0411013962,1.1504432365
NZLXROKC,0.0064420352,-0.0145235521,0.1988457757,0.17572096,-0.0131940768
NaJo7C6o,0.0064420352,-0.0145235521,0.1222809853,-0.0744876993,0.4894373012
NgsyGkrO,0.0064420352,-0.0145235521,0.0432206096,0.2505698422,-0.4270836326
NjOx4Zpo,0.0064420352,-0.0145235521,-0.2508244699,0.120615772,-0.3639774703
NmQoI7x0,0.0064420352,-0.0145235521,0.9772740828,-0.3593641463,-0.7155967724
No4wkdLS,0.0064420352,-0.0145235521,-0.326250837,-0.5634535633,-0.4445468741
NouMwhOf,0.0064420352,-0.0145235521,0.2403783378,0.196694231,-0.5525193269
O6YAWd8C,0.0064420352,-0.0145235521,0.5263893191,-0.0875551959,-0.1652453486
OAXVphSh,0.0064420352,-0.0145235521,0.3710407409,-0.6104311546,0.6136818171
OJBBhb6Q,0.0064420352,-0.0145235521,-0.2575606407,-0.7758463662,0.3942654684
OSIQXImL,0.0064420352,-0.0145235521,0.8019312136,0.1372677637,-0.3541064357
OUUFc5Zz,0.0064420352,-0.0145235521,-0.1623345107,-0.2133851695,0.4921591848
OVk1lquT,0.0064420352,-0.0145235521,-0.1791520423,0.8050943058,-0.5332979997
OXdRxjzz,0.0064420352,-0.0145235521,0.0801226426,-0.3361795032,-0.3290369299
OXxW2ekf,0.0064420352,-0.0145235521,-0.0932089076,0.1548557797,-0.0408901134
OXz5OpqR,0.0064420352,-0.0145235521,-0.2400587784,0.7543789489,-0.5306273748
